Deal Type,Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Deal Status,Target Industry Sector,Acquirer Industry Sector,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Total Assets,Acquirer Total Assets
"M&A",2018/11/7,"Master Plastics Ltd","Lereko Metier Trustees Pty Ltd",278.28,"Pending","Materials","Financials",504.479,,336.917,
"INV",2004/3/2,"Africa On Air Pty Ltd","Old Primedia Ltd",132.12,"Pending","Communications","Communications",,,,
"M&A",2018/2/26,"Airvantage Pty Ltd","Blu Label Unlimited Group Ltd",226.00,"Pending","Communications","Communications",,14050.2,,19769.9
"M&A",2016/10/11,"Diro Iron Ore Pty Ltd,Diro Manganese Pty Ltd","Afrimat Ltd",276.00,"Pending","Financials, Financials","Materials",,10009,,9900.95
"M&A",2014/3/17,"De Ville Shopping Centre","Tower Property Fund Ltd",202.96,"Pending","Real Estate","Real Estate",,322.96,,4298.35
"M&A",2016/8/11,"Steeledale Group Ltd","Kutana Investment Group",252.00,"Pending","Materials","Financials",,,,
"AST",2020/9/15,"Erf 30 Umlaas Road/Mkhambathini","Camperdown Real Estate 2 Pty Ltd",310.00,"Pending","Real Estate","Financials",,,,
"AST",2017/8/1,"Trading assets & liabilities/ZA","Hudaco Industries Ltd",248.00,"Pending","Materials","Industrials",,8748.36,,6727.25
"INV",2025/12/13,"Gobid Pty Ltd","WBC Holdings Pty Ltd",314.82,"Pending","Industrials","Consumer Discretionary",,26656.2,,5352.69
"INV",2016/3/23,"Fidelity Bank Ltd","Duet Asset Management Ltd",286.23,"Pending","Financials","Financials",,343.082,,232.376
"AST",2015/3/17,"Middestad Centre,Mega Park","Fairvest Property Holdings Ltd",229.00,"Pending","N.A.","Real Estate",,579.566,,3822.85
"AST",2022/1/21,"349 Curie Avenue/Bloemfontein,161 Crescent Drive/Polokwane,Mandela Street/Witbank","Unnamed Buyer",271.00,"Pending","Real Estate, Real Estate, Real Estate","N.A.",,,,
"M&A",2015/5/7,"Bragan Chemicals Proprietary Ltd","Rolfes Holdings Ltd",213.10,"Pending","Materials","Materials",,1532.53,,874.388
"AST",2014/4/9,"Eight buildings in Maboneng Precinct","Arrowhead Properties Ltd/Old",180.00,"Pending","N.A.","Real Estate",,2222.09,,14434.1
"AST",2023/9/15,"Bolton residential units/Rosebank","Unnamed Buyer",327.10,"Pending","Real Estate","N.A.",,,,
"M&A",2018/6/11,"iS Partners Proprietary Ltd","Altron TMT",225.00,"Pending","Technology","Technology",,,,
"M&A",2021/4/20,"Law Trusted Third Party Services Pty Ltd","Altron Ltd",245.00,"Pending","Technology","Technology",,9637,,9648
"M&A",2015/3/12,"Fairheads International Holdings SA Ltd","Vunani Ltd",210.00,"Pending","Financials","Financials",,808.796,,1989.22
"M&A",2015/4/14,"HTP Holdings Pty Ltd","Tower Property Fund Ltd",205.13,"Pending","Real Estate","Real Estate",,322.96,,4298.35
"M&A",2021/9/23,"Pure Pharmacy Holdings Pty Ltd","Dis-Chem Pharmacies Ltd",250.00,"Pending","Health Care","Consumer Staples",,42825.8,,20738.3
"AST",2015/3/31,"Portfolio of 3 commercial properties/South Africa","Trematon Capital Investments Ltd",203.19,"Pending","N.A.","Financials",,267.313,,642.32
"M&A",2024/9/6,"ARIA Property Group Proprietary Ltd","Private Investor",293.00,"Pending","Financials","N.A.",,,,
"AST",2023/5/30,"Trading assets & liabilities/Brigit","Hudaco Industries Ltd",315.00,"Pending","Industrials","Consumer Discretionary",,8748.36,,6727.25
"AST",2024/6/10,"Eerste Rivier Township/ Cape Town","Exemplar REITail Ltd",282.00,"Pending","Real Estate","Real Estate",,1586.17,,11710.5
"M&A",2023/5/31,"Williamson Diamonds Ltd","Pink Diamond Investments Pty Ltd",296.60,"Pending","Materials","Financials",,,,
"INV",2024/10/2,"Stadio Holdings Ltd","ThembiSA Equity Investments Pty Ltd",257.00,"Pending","Financials","Financials",1841,,2674.64,
"AST",2017/11/10,"1 Office & 22 Industrial Properties","Setso Group Pty Ltd",209.00,"Pending","Real Estate","Financials",,,,
"AST",2019/2/13,"Bank of Lisbon","Narevax Pty Ltd",202.00,"Pending","Real Estate","Financials",,,,
"M&A",2022/12/8,"Blend Property 15 Pty Ltd","Erf 18 Zimbali Coastal Resort Pty Ltd",246.00,"Pending","Real Estate","Real Estate",,,,
"M&A",2026/3/17,"Crickley Dairy Pty Ltd","Varun Beverages Ltd",238.00,"Pending","Consumer Staples","Consumer Staples",,42760.2,,47091
"M&A",2019/9/10,"NWK Ltd","Unnamed Buyer",204.07,"Pending","Materials","N.A.",,,,
"M&A",2015/12/1,"Ecsponent Investment Holdings Pty Ltd","Afristrat Investment Holdings",200.00,"Pending","Financials","Financials",,0.722,,705.664
"INV",2019/6/19,"Tyme Bank","Ethos Private Equity Pty Ltd",200.00,"Pending","Financials","Financials",,,,
"M&A",2023/3/29,"Vector Logistics Ltd","AP Moller Capital EMIF II Cooperative WA",250.00,"Pending","Industrials","Financials",,,,
"M&A",2015/12/7,"Solareff Pty Ltd","Alviva Holdings Ltd",200.00,"Pending","Energy","Consumer Discretionary",,23429.2,,9722.62
"M&A",2014/8/11,"ViaMedia Pty Ltd","Blu Label Unlimited Group Ltd",144.37,"Pending","Technology","Communications",,14050.2,,19769.9
"AST",2025/10/15,"Portion 1 of Erf 3891 Barberton Township/Zoviblox Pty Ltd","Exemplar REITail Ltd",235.48,"Pending","Communications","Real Estate",,1586.17,,11710.5
"M&A",2017/2/24,"Eland Platinum Mine","Northam Platinum Ltd",175.00,"Pending","Materials","Materials",,,,
"AST",2019/2/7,"Promenade Shopping Centre/South Africa","Flameup Investments Pty Ltd",185.00,"Pending","Real Estate","Financials",,,,
"M&A",2015/5/29,"Link Hills Shopping Centre Pty Ltd","Tower Property Fund Ltd",160.99,"Pending","Real Estate","Real Estate",,322.96,,4298.35
"M&A",2014/7/3,"R&S Consulting Pty Ltd","Zukubu Pty Ltd",142.00,"Pending","Industrials","N.A.",,,,
"M&A",2016/4/22,"African & Overseas Enterprises Ltd","Gingko Trading Pty Ltd,Geomer Investments Pty Ltd,Ceejay Trust/The,Gingko Investments No 2 Pty Ltd",189.49,"Pending","Consumer Discretionary","Financials, Financials, Financials, Financials",681.481,,1232.41,
"M&A",2019/2/25,"Cartrack SA","CalAmp Corp",179.84,"Pending","Technology","Technology",,4929.88,,6968.89
"AST",2019/2/19,"Infraset business","Isongo Investments Pty Ltd,Colossal Africa Infrastructure Pty Ltd",180.00,"Pending","Industrials","Financials, Financials",,,,
"AST",2018/3/13,"142 Bree Street/Cape Town","Arctigen Pty Ltd",150.00,"Pending","Real Estate","Financials",,,,
"M&A",2020/11/5,"Advanced Health South Africa Pty Ltd","Samaritan Health Pty Ltd",200.00,"Pending","Health Care","Health Care",,,,
"M&A",2014/7/9,"Liberty Health Holdings Pty Ltd","Liberty Holdings Ltd",134.00,"Pending","Financials","Financials",,40980,,489476
"AST",2022/11/30,"121 Chief Albert Luthuli Street/Pietermaritzburg","Dmft Property Developers Pty Ltd",211.92,"Pending","Real Estate","Real Estate",,,,
"AST",2013/9/30,"Tellumat Retreat/South Africa","Ingenuity Property Investments Ltd",125.03,"Pending","N.A.","Real Estate",,468.379,,3969.21
"M&A",2026/7/9,"Capitec Rental Finance Pty Ltd","Sasfin Holdings Ltd",201.00,"Pending","Financials","Financials",,1932.99,,12860.6
"M&A",2015/10/19,"CQS Investment Holdings Pty Ltd","AdaptIT Holdings Ltd",159.88,"Pending","Technology","Technology",,1571.77,,1714.33
"AST",2015/12/4,"Vaal Mall","Changing Tides 91 Pty Ltd",171.78,"Pending","Real Estate","Industrials",,,,
"INV",2015/5/5,"Ferrum Iron Ore Pty Ltd","Principle Monarchy Investments Pty Ltd",142.00,"Pending","Materials","Financials",,,,
"INV",2019/10/4,"Monteagle Africa Ltd","SPAR Group Ltd/The",176.82,"Pending","Consumer Staples","Consumer Staples",,131458,,46212.1
"M&A",2019/12/13,"Dental Information Systems Pty Ltd","AfroCentric Investment Corp Ltd",170.00,"Pending","Health Care","Consumer Staples",,7358.39,,4180.45
"AST",2022/11/2,"84406 sq m Property Rental Enterprise/Gauteng Province","Dulu Holdings Pty Ltd",210.55,"Pending","Real Estate","Financials",,,,
"M&A",2015/11/30,"Tellumat Pty Ltd","Stellar Capital Partners Ltd",166.72,"Pending","Technology","Financials",,75.586,,1151.61
"AST",2019/5/15,"Nonkqubela Mall","Fairvest Property Holdings Ltd",162.88,"Pending","Real Estate","Real Estate",,579.566,,3822.85
"AST",2018/9/10,"Thornhill Shopping Centre","Safari Investments RSA Ltd",174.00,"Pending","Real Estate","Consumer Discretionary",,627.502,,4581.11
"M&A",2017/8/21,"TNA Media Pty Ltd","Management Group,Lodidox",150.00,"Pending","Communications","Financials",,,,
"INV",2023/3/8,"Viking Aquaculture Pty Ltd","Sea Harvest Group Ltd",210.00,"Pending","Consumer Staples","Consumer Staples",,6642.96,,9519.88
"M&A",2014/2/27,"Pharma Natura Pty Ltd","Ascendis Health Ltd",121.00,"Pending","Health Care","Health Care",,,,777.442
"AST",2020/2/19,"Portfolio of prime property/Umhlanga","Balwin Properties Ltd",167.26,"Pending","Real Estate","Real Estate",,2727.7,,8437.59
"M&A",2018/9/11,"Zaloserve Pty Ltd","Ayo Technology Solutions Ltd",165.00,"Pending","Technology","Technology",,1879.84,,2019.68
"INV",2015/9/7,"Sabido Investments Pty Ltd","E Media Holdings Ltd",149.67,"Pending","Financials","Communications",,3011.86,,6209.85
"M&A",2014/7/16,"Radio Network Solutions Pty Ltd","Alaris Holdings Ltd",113.74,"Pending","Communications","Technology",,563.762,,583.963
"AST",2026/7/9,"Erf 2209 & BMW motor dealership/Fourways","Toyota Tsusho Corp",174.08,"Pending","Real Estate","Materials",,1.33472e+06,,912032
"M&A",2017/10/10,"DanCor Properties Pty Ltd","Stor-Age Property REIT Ltd",145.00,"Pending","Financials","Real Estate",,1452.88,,14324
"M&A",2026/6/11,"Generation Education Pty Ltd,Propgen Pty Ltd,SI Institute Pty Ltd/South Africa","Education Investment Impact Fund of South Africa Pty Ltd",172.00,"Pending","Consumer Discretionary, Consumer Discretionary, Consumer Discretionary","Financials",,,,
"AST",2020/9/3,"Jane Furse Crossing/Limpopo","Depoway Pty Ltd",174.00,"Pending","Real Estate","Financials",,,,
"M&A",2016/10/21,"Esor Ltd","Geomer Investments Pty Ltd",144.91,"Pending","Industrials","Financials",959.357,,636.305,
"AST",2015/6/9,"Penumbra Coal Mine,Vlakvarkfontein Coal Mine","Reliable African Energy NV",128.00,"Pending","Materials","Materials",,,,811.19
"M&A",2019/10/24,"Stenham Asset Management Holdings Ltd","Management Group",150.77,"Pending","Financials","N.A.",,,,
"AST",2021/9/22,"Bester Road/Cape Town","Transcend Residential Property Fund Ltd",151.50,"Pending","Real Estate","Real Estate",,,,2310.88
"AST",2021/5/27,"Blackheath Park Property","Inospace 5 Pty Ltd",140.00,"Pending","Real Estate","Real Estate",,,,
"AST",2022/10/12,"Island/Paarden Eiland","Spear REIT Ltd",185.00,"Pending","Real Estate","Real Estate",,853.197,,7584.07
"AST",2026/3/10,"La Colosa gold project/South Africa","Mineros SA",161.95,"Pending","Materials","Materials",,14297.7,,12442
"AST",2015/5/11,"Tydstroom's hartebeespoort abattoir","Sovereign Food Investments Ltd",120.00,"Pending","N.A.","Consumer Staples",,2163.68,,1558.11
"INV",2024/8/1,"Rolfes Holdings Ltd","Solevo Mea BV",179.50,"Pending","Materials","Materials",1532.53,,874.388,
"M&A",2022/4/7,"Hymax SA Pty Ltd","Seacom South Africa Pty Ltd",144.90,"Pending","Communications","Communications",,,,
"AST",2020/4/6,"Tokai Junction/Western Cape","Fpg Holdings Pty Ltd",180.00,"Pending","Consumer Discretionary","Real Estate",,,,
"AST",2015/9/8,"3 properties/South Africa","Fairvest Property Holdings Ltd",133.00,"Pending","N.A.","Real Estate",,579.566,,3822.85
"AST",2025/8/19,"9 Warrington Road/Mobeni","Deneb Investments Ltd",170.00,"Pending","Real Estate","Consumer Discretionary",,4339.29,,3431.78
"AST",2019/9/6,"Erf 2460/Mafikeng","Government Employees Pension Fund,Adowa Infrastructure Managers RF Pty Ltd",141.20,"Pending","Real Estate","Financials, Real Estate",,,,
"M&A",2016/4/22,"Rex Trueform Group Ltd","Gingko Trading Pty Ltd,Geomer Investments Pty Ltd,Ceejay Trust/The,Gingko Investments No 2 Pty Ltd",135.78,"Pending","Consumer Discretionary","Financials, Financials, Financials, Financials",681.481,,1242.97,
"M&A",2018/7/13,"Antalis Botswana Pty Ltd,Antalis South Africa Pty Ltd","Management Group",124.00,"Pending","Materials, Consumer Discretionary","N.A.",,,,
"AST",2019/9/6,"Properties/Ekurhuleni Metropolitan Municipality","Unnamed Buyer",136.00,"Pending","Real Estate","N.A.",,,,
"AST",2020/11/30,"38525 sq m property/Samrand Ave","Pathisa Properties Two Pty Ltd",140.92,"Pending","Real Estate","Financials",,,,
"AST",2026/5/29,"Mamelodi Square business/Putprop Ltd","Exemplar REITail Ltd",147.64,"Pending","Financials","Real Estate",,1586.17,,11710.5
"M&A",2018/12/20,"Ascendis Health International Pty Ltd","Mylan NV",130.00,"Pending","Consumer Staples","Health Care",,,,
"AST",2021/5/21,"Riverside mall/Rondebosch","ARIA Property Group Proprietary Ltd",126.10,"Pending","Real Estate","Financials",,,,
"AST",2021/5/22,"Riverside Mall/Cape Town","Aria Property Group Pty Ltd",126.10,"Pending","Real Estate","Real Estate",,,,
"M&A",2017/1/30,"Monthae Diamonds Pty Ltd","Lucapa Diamond Co Ltd",121.86,"Pending","Materials","Materials",,127.839,,790.82
"M&A",2025/9/22,"Agriplas Pty Ltd","Agriplas Holdings Pty Ltd",155.00,"Pending","Industrials","Industrials",,,,
"M&A",2022/8/26,"Private Property South Africa Pty Ltd","Ooba Pty Ltd,Fledge Capital Pty Ltd,BetterHome Group Ltd",150.00,"Pending","Real Estate","Financials, Financials, Financials",,,,
"M&A",2019/10/14,"Orion Real Estate Ltd","Gmeiner Investment Holding Pty Ltd",131.67,"Pending","Real Estate","Financials",78.739,,818.336,
"AST",2024/6/20,"100 Fairway Close/Cape Town","City of Cape Town South Africa",160.00,"Pending","Real Estate","Government",,,,
"M&A",2015/7/22,"Vision Transport Pty Ltd","OneLogix Group Ltd",110.00,"Pending","Industrials","Industrials",,3065.79,,3138.17
"M&A",2015/2/20,"Boland Pulp Pty Ltd","RFG Holdings Ltd",101.58,"Pending","Consumer Staples","Consumer Staples",,8137.76,,6041.29
"AST",2015/3/31,"East Rand Plastics division & property","Transpaco Ltd",104.70,"Pending","Industrials","Materials",,2432.37,,1532.02
"AST",2019/3/18,"Bell psychiatric hospital,ERF 1690 & ERF 3288 Noordheuwel Extension 3,Netcare Rand Hospital/South Africa","RH Bophelo Ltd",124.00,"Pending","Health Care, Real Estate, Real Estate","Financials",,,,1258.64
"AST",2018/9/17,"Acacia Place property/Duvha","Instratin Properties Pty Ltd",127.50,"Pending","Real Estate","Real Estate",,,,
"INV",2018/11/19,"SA Taxi Holdings Pty Ltd","South African National Taxi Council",120.00,"Pending","Financials","Financials",,,,
"M&A",2016/8/8,"Trans Hex Group Ltd","Cream Magenta 140 Pty Ltd,Metcap 14 Pty Ltd,RAC Investment Holdings Pty Ltd",115.83,"Pending","Materials","Financials, Financials, Financials",312.556,,800.273,
"M&A",2021/11/8,"Indwe Broker Holdings Pty Ltd","Santam Ltd",125.00,"Pending","Financials","Financials",,50952,,82392
"INV",2024/5/31,"OneSpark Pty Ltd,Onespark Holdings Inc","Dis-Chem Pharmacies Ltd",155.94,"Pending","Financials, Consumer Discretionary","Consumer Staples",,42825.8,,20738.3
"M&A",2017/12/18,"Future Packaging & Machinery Pty Ltd,Future Packaging & Machinery Cape Pty Ltd,Future Packaging & Machinery Kwa Zulu Natal Pty Ltd","Transpaco Ltd",105.00,"Pending","Industrials, Industrials, Industrials","Materials",,2432.37,,1532.02
"AST",2017/12/14,"Blackheath Park","Spear REIT Ltd",110.50,"Pending","Real Estate","Real Estate",,853.197,,7584.07
"AST",2022/5/13,"Woodmead Commercial Park/Woodmead","Benav Properties Pty Ltd",132.50,"Pending","Real Estate","Real Estate",,,,
"AST",2014/12/19,"Rental enterprise at Sibilo shopping center","Fairvest Property Holdings Ltd",95.00,"Pending","N.A.","Real Estate",,579.566,,3822.85
"AST",2025/5/9,"Port Elizabeth property/Eastern Cape Germiston","Trident Property Holdings Pty Ltd",147.75,"Pending","Real Estate","Financials",,,,
"AST",2024/11/6,"Nampak I&CS business/Nampak Ltd","Unnamed Buyer",142.50,"Pending","Consumer Discretionary","N.A.",,,,
"AST",2019/4/15,"Radnor road ristribution centre","Spear REIT Ltd",112.00,"Pending","Real Estate","Real Estate",,853.197,,7584.07
"M&A",2015/5/29,"Nvest Properties Ltd","NVest Financial Holdings Ltd",96.79,"Pending","Real Estate","Financials",,276.231,,664.289
"INV",2018/10/17,"Cargo Carriers Ltd","Cargo Carriers Holdings Pty Ltd",111.46,"Pending","Industrials","Industrials",645.598,,763.061,
"AST",2018/5/4,"2 Oxbow Estuaries building","Spear REIT Ltd",98.00,"Pending","Industrials","Real Estate",,853.197,,7584.07
"AST",2018/8/7,"Certain asset/Leeuw Braakfontein Colliery Pty Ltd","Sitatunga Resources Pty Ltd",103.00,"Pending","Materials","Materials",,,,
"AST",2015/3/30,"Tirisano Project","Unnamed Buyer",93.72,"Pending","Materials","N.A.",,,,
"AST",2018/10/2,"Atlas Gardens property/Cape Town,Bella Rosa property/Belville,Burger King property/Cape Town,George property/Cape Town,Plum Park property/Cape Town","K2018500558 South Africa Pty Ltd",109.50,"Pending","Real Estate, Real Estate, Real Estate, Real Estate, Real Estate","Financials",,,,
"AST",2026/6/1,"17 kramer road/Johannesburg","Putprop Ltd",124.50,"Pending","Real Estate","Real Estate",,140.363,,1232.68
"AST",2023/6/26,"Erf 59034 Khayelitsha/Cape Town","Mirlem IP Pty Ltd",140.00,"Pending","Real Estate","Real Estate",,,,
"AST",2025/3/14,"Erf 11911 Saldanha/Western Cape,Erf 11912 Saldanha/Western Cape","Pindulo VDM Pty Ltd",134.00,"Pending","Real Estate, Real Estate","Industrials",,,,
"AST",2021/6/14,"Risk & retail life business operations","Sanlam Ltd",100.00,"Pending","Financials","Financials",,237116,,1.2957e+06
"AST",2019/10/1,"Erf 3150 Highveld Extension 112","Stadio Holdings Ltd",110.00,"Pending","Real Estate","Financials",,1841,,2674.64
"AST",2025/10/15,"Erf 39890 Thabong Township/Masingita Property Investment Holdings Pty Ltd","Exemplar REITail Ltd",124.28,"Pending","Communications","Real Estate",,1586.17,,11710.5
"AST",2019/2/26,"49 Jorrisen Street/Johannesburg","Braamby Trading Pty Ltd",97.50,"Pending","Real Estate","Financials",,,,
"AST",2026/5/28,"Eldorado gold property/Mpumalanga","Elcora Advanced Materials Corp",113.15,"Pending","Industrials","Materials",,,,33.5481
"M&A",2019/2/5,"Magnacorp 84 Pty Ltd","RH Bophelo Ltd",92.70,"Pending","Health Care","Financials",,,,1258.64
"INV",2017/9/13,"Sakhile Initiative 2 Ltd","Omnia Holdings Ltd",91.10,"Pending","Financials","Materials",,24200,,17755
"AST",2021/9/22,"North Boundary Road/Brakpan","Transcend Residential Property Fund Ltd",102.00,"Pending","Real Estate","Real Estate",,,,2310.88
"M&A",2025/10/1,"Nicola-J Flavours and Fragrances Pty Ltd","Turpaz Industries Ltd",117.09,"Pending","Materials","Materials",,4919.49,,11827.7
"M&A",2021/12/15,"Blyvoor Gold Operations Pty Ltd","Pan African Resources PLC",110.00,"Pending","Materials","Materials",,9812.67,,17802.4
"M&A",2019/10/17,"Data World Pty Ltd,Xcallibre Pty Ltd,Evaluations Enhanced Property Appraisals Pty Ltd","Terra Analytics Pty Ltd",99.96,"Pending","Industrials, Technology, Real Estate","Financials",,,,
"M&A",2025/9/26,"Benefits Bouquet Pty Ltd","Finbond Group Ltd",116.34,"Pending","Technology","Financials",,1479.51,,4410.01
"M&A",2022/2/1,"Ascendis Skin & Body Pty Ltd","Amka Products Pty Ltd",102.00,"Pending","Consumer Staples","Consumer Staples",,,,
"AST",2015/10/30,"Remainder Erf 16","TUT Varsity Lodge Pty Ltd",92.00,"Pending","N.A.","Real Estate",,,,
"M&A",2018/1/1,"Foursight South Africa Group","4Sight Holdings Ltd",80.36,"Pending","Financials","Financials",,1163.46,,632.188
"AST",2015/5/26,"Van Riebeeck Mall / South Africa","Aristonas Pty Ltd",78.00,"Pending","N.A.","Real Estate",,,,
